Fecha,temperatura (°F),punto_de_rocio (°F),humedad,Columna1,Velocidad del viento (mph),rafaga_viento (mph),presion
4-10-2005:00:00,82,75,79,CALM,0,0,29.82 °in
4-10-2005:01:00,82,77,84,CALM,0,0,29.82 °in
4-10-2005:03:00,81,77,89,CALM,0,0,29.81 °in
4-10-2005:05:00,81,77,89,VAR,2,0,29.78 °in
4-10-2005:06:00,81,77,89,CALM,0,0,29.80 °in
4-10-2005:07:00,81,77,89,ESE,7,0,29.80 °in
4-10-2005:08:00,84,77,79,SE,8,0,29.81 °in
4-10-2005:09:00,88,77,70,S,5,0,29.83 °in
4-10-2005:10:00,86,77,74,SSW,5,0,29.84 °in
4-10-2005:11:00,88,77,70,WSW,8,0,29.84 °in
4-10-2005:12:00,90,77,66,S,5,0,29.83 °in
4-10-2005:13:00,88,77,70,W,9,0,29.80 °in
4-10-2005:14:00,88,77,70,WSW,9,0,29.77 °in
4-10-2005:15:00,84,77,79,W,6,0,29.77 °in
4-10-2005:16:00,86,77,74,VAR,3,0,29.75 °in
4-10-2005:17:00,86,77,74,VAR,3,0,29.74 °in
4-10-2005:18:00,84,77,79,VAR,2,0,29.75 °in
4-10-2005:20:00,84,79,84,W,6,0,29.76 °in
4-10-2005:21:00,84,77,79,W,6,0,29.80 °in
4-10-2005:22:00,81,77,89,E,5,0,29.81 °in
4-10-2005:23:00,81,77,89,E,5,0,29.80 °in
5-10-2005:00:00,81,77,89,E,5,0,29.80 °in
5-10-2005:01:00,81,77,89,VAR,3,0,29.78 °in
5-10-2005:02:00,81,77,89,CALM,0,0,29.78 °in
5-10-2005:04:00,81,77,89,E,5,0,29.77 °in
5-10-2005:05:00,81,79,94,VAR,2,0,29.79 °in
5-10-2005:06:00,81,79,94,VAR,2,0,29.79 °in
5-10-2005:08:00,86,79,79,NW,6,0,29.83 °in
5-10-2005:09:00,86,75,70,N,6,0,29.86 °in
5-10-2005:10:00,88,77,70,NNW,6,0,29.85 °in
5-10-2005:11:00,90,77,66,NW,6,0,29.84 °in
5-10-2005:12:00,90,77,66,WNW,9,0,29.82 °in
5-10-2005:13:00,90,77,66,NW,6,0,29.80 °in
5-10-2005:14:00,88,77,70,WNW,10,0,29.79 °in
5-10-2005:15:00,88,77,70,WNW,10,0,29.76 °in
5-10-2005:16:00,86,77,74,NW,10,0,29.76 °in
5-10-2005:17:00,86,77,74,NW,9,0,29.76 °in
5-10-2005:18:00,86,77,74,NNW,8,0,29.77 °in
5-10-2005:19:00,84,77,79,N,7,0,29.78 °in
5-10-2005:20:00,84,77,79,N,9,0,29.80 °in
5-10-2005:21:00,84,79,84,N,5,0,29.81 °in
5-10-2005:22:00,84,77,79,N,5,0,29.83 °in
5-10-2005:23:00,82,77,84,NE,5,0,29.83 °in
6-10-2005:00:00,82,77,84,VAR,2,0,29.82 °in
6-10-2005:01:00,82,77,84,NE,5,0,29.80 °in
6-10-2005:02:00,82,77,84,VAR,2,0,29.81 °in
6-10-2005:03:00,82,77,84,NE,5,0,29.81 °in
6-10-2005:04:00,82,77,84,N,5,0,29.78 °in
6-10-2005:05:00,82,77,84,NE,5,0,29.80 °in
6-10-2005:06:00,82,75,79,CALM,0,0,29.81 °in
6-10-2005:07:00,82,77,84,VAR,2,0,29.80 °in
6-10-2005:08:00,84,79,84,VAR,2,0,29.82 °in
6-10-2005:09:00,84,79,84,NW,6,0,29.83 °in
6-10-2005:10:00,88,81,79,NW,6,0,29.83 °in
6-10-2005:11:00,90,81,75,NW,9,0,29.83 °in
6-10-2005:12:00,90,79,70,NW,8,0,29.81 °in
6-10-2005:13:00,90,81,75,W,8,0,29.78 °in
6-10-2005:14:00,90,79,70,NW,6,0,29.77 °in
6-10-2005:15:00,91,81,71,NW,9,0,29.75 °in
6-10-2005:16:00,88,79,75,WNW,8,0,29.74 °in
6-10-2005:17:00,88,79,75,NNW,6,0,29.73 °in
6-10-2005:18:00,86,79,79,N,7,0,29.74 °in
6-10-2005:19:00,84,79,84,VAR,3,0,29.76 °in
6-10-2005:20:00,84,77,79,CALM,0,0,29.79 °in
6-10-2005:22:00,82,79,89,CALM,0,0,29.83 °in
6-10-2005:23:00,81,79,94,VAR,2,0,29.82 °in
7-10-2005:00:00,81,77,89,VAR,2,0,29.81 °in
7-10-2005:01:00,81,77,89,CALM,0,0,29.79 °in
7-10-2005:02:00,81,77,89,VAR,2,0,29.79 °in
7-10-2005:03:00,81,77,89,ESE,6,0,29.77 °in
7-10-2005:04:00,81,79,94,VAR,3,0,29.78 °in
7-10-2005:05:00,81,77,89,VAR,2,0,29.80 °in
7-10-2005:06:15,0,0,0,S,10,0,29.80 °in
7-10-2005:07:00,77,77,100,WNW,7,0,29.82 °in
7-10-2005:07:20,0,0,0,WNW,6,0,29.83 °in
7-10-2005:08:00,79,75,89,VAR,3,0,29.85 °in
7-10-2005:09:00,82,75,79,CALM,0,0,29.86 °in
7-10-2005:10:00,84,77,79,VAR,2,0,29.89 °in
7-10-2005:11:00,86,75,70,W,6,0,29.97 °in
7-10-2005:12:00,84,75,74,W,5,0,29.86 °in
7-10-2005:13:00,84,75,74,WSW,6,0,29.83 °in
7-10-2005:14:00,88,75,66,S,5,0,29.79 °in
7-10-2005:16:00,84,77,79,SSW,3,0,29.77 °in
7-10-2005:18:00,82,77,84,W,5,0,29.80 °in
7-10-2005:19:00,82,77,84,VAR,2,0,29.80 °in
7-10-2005:20:00,82,77,84,CALM,0,0,29.82 °in
7-10-2005:21:00,82,77,84,CALM,0,0,29.83 °in
7-10-2005:22:00,81,77,89,ESE,5,0,29.85 °in
7-10-2005:23:00,81,77,89,SSE,5,0,29.86 °in
8-10-2005:00:00,81,77,89,VAR,2,0,29.86 °in
8-10-2005:01:00,81,77,89,SE,6,0,29.86 °in
8-10-2005:02:00,79,77,94,CALM,0,0,29.84 °in
8-10-2005:03:00,79,77,94,VAR,3,0,29.83 °in
8-10-2005:04:00,79,77,94,VAR,2,0,29.85 °in
8-10-2005:05:00,81,75,84,VAR,3,0,29.94 °in
8-10-2005:06:00,79,77,94,ESE,6,0,29.86 °in
8-10-2005:07:00,79,77,94,SSE,6,0,29.79 °in
8-10-2005:08:00,82,77,84,SSE,5,0,29.80 °in
8-10-2005:09:00,84,77,79,SSW,5,0,29.91 °in
8-10-2005:10:00,86,79,79,SSW,6,0,29.90 °in
8-10-2005:11:00,86,77,74,SSE,5,0,29.89 °in
8-10-2005:12:00,90,77,66,WSW,8,0,29.87 °in
8-10-2005:13:00,88,77,70,WSW,8,0,29.86 °in
8-10-2005:14:00,90,77,66,WSW,8,0,29.83 °in
8-10-2005:15:00,86,77,74,SW,5,0,29.81 °in
8-10-2005:16:00,88,79,75,W,5,0,29.80 °in
8-10-2005:17:00,84,77,79,CALM,0,0,29.82 °in
8-10-2005:18:00,84,77,79,W,6,0,29.83 °in
8-10-2005:19:00,82,77,84,VAR,3,0,29.83 °in
8-10-2005:20:00,82,79,89,VAR,3,0,29.86 °in
8-10-2005:21:00,84,77,79,WNW,5,0,29.86 °in
8-10-2005:22:00,82,79,89,VAR,3,0,29.87 °in
8-10-2005:23:00,82,79,89,CALM,0,0,29.87 °in
9-10-2005:00:00,81,77,89,VAR,3,0,29.87 °in
9-10-2005:01:00,81,77,89,CALM,0,0,29.87 °in
9-10-2005:02:00,81,77,89,CALM,0,0,29.85 °in
9-10-2005:04:00,79,75,89,VAR,2,0,29.86 °in
9-10-2005:05:00,0,0,0,,0,0,0.00 °in
9-10-2005:06:00,79,77,94,,0,0,29.86 °in
9-10-2005:07:00,81,79,94,CALM,0,0,29.89 °in
9-10-2005:08:00,0,0,0,VAR,2,0,29.91 °in
9-10-2005:09:00,0,0,0,,0,0,0.00 °in
9-10-2005:09:20,81,77,89,VAR,2,0,29.95 °in
9-10-2005:10:00,0,0,0,,0,0,0.00 °in
9-10-2005:10:30,75,73,94,CALM,0,0,29.95 °in
9-10-2005:11:00,77,73,89,VAR,3,0,29.94 °in
9-10-2005:12:00,81,77,89,S,5,0,29.92 °in
9-10-2005:13:00,82,79,89,S,6,0,29.87 °in
9-10-2005:14:00,86,77,74,SW,6,0,29.87 °in
9-10-2005:16:00,82,77,84,SSW,6,0,29.86 °in
9-10-2005:16:30,82,77,84,S,7,0,29.86 °in
9-10-2005:16:45,79,77,94,SSE,5,0,29.87 °in
9-10-2005:17:00,79,77,94,SSE,5,0,29.87 °in
9-10-2005:18:00,79,77,94,SE,9,0,29.88 °in
9-10-2005:19:00,79,77,94,SE,6,0,29.89 °in
9-10-2005:20:00,77,75,94,ESE,7,0,29.89 °in
9-10-2005:21:00,77,75,94,SE,8,0,29.90 °in
9-10-2005:22:00,77,77,100,SE,7,0,29.91 °in
9-10-2005:23:00,77,75,94,VAR,3,0,29.91 °in
10-10-2005:00:00,79,75,89,VAR,2,0,29.90 °in
10-10-2005:01:00,79,73,83,S,6,0,29.89 °in
10-10-2005:02:00,79,75,89,S,7,0,29.88 °in
10-10-2005:03:00,77,73,89,VAR,3,0,29.87 °in
10-10-2005:04:00,77,73,89,VAR,3,0,29.88 °in
10-10-2005:05:00,77,73,89,VAR,3,0,29.88 °in
10-10-2005:06:00,77,73,89,CALM,0,0,29.87 °in
10-10-2005:07:00,77,75,94,VAR,2,0,29.86 °in
10-10-2005:09:00,86,73,66,VAR,2,0,29.90 °in
10-10-2005:11:00,88,77,70,W,7,0,29.89 °in
10-10-2005:12:00,88,77,70,SW,7,0,29.79 °in
10-10-2005:13:00,88,75,66,WSW,7,0,29.84 °in
10-10-2005:14:00,88,75,66,SW,10,0,29.82 °in
10-10-2005:15:00,88,73,62,SSW,5,0,29.79 °in
10-10-2005:16:00,73,73,100,SW,7,0,29.81 °in
10-10-2005:17:00,86,75,70,VAR,2,0,29.79 °in
10-10-2005:18:00,84,75,74,W,6,0,29.82 °in
10-10-2005:19:00,84,75,74,W,5,0,29.83 °in
10-10-2005:20:00,84,77,79,W,5,0,29.85 °in
10-10-2005:21:00,82,77,84,SW,5,0,29.86 °in
10-10-2005:22:00,82,75,79,SW,5,0,29.86 °in
10-10-2005:23:00,82,75,79,SW,5,0,29.86 °in
11-10-2005:00:00,82,75,79,SSW,5,0,29.84 °in
11-10-2005:01:00,81,77,89,S,5,0,29.83 °in
11-10-2005:02:00,81,77,89,SSE,5,0,29.81 °in
11-10-2005:03:00,79,75,89,SSE,9,0,29.80 °in
11-10-2005:04:00,77,73,89,SSE,12,0,29.79 °in
11-10-2005:05:00,79,73,83,S,12,0,29.78 °in
11-10-2005:06:00,79,75,89,SSE,5,0,29.81 °in
11-10-2005:07:00,79,75,89,SSE,6,0,29.82 °in
11-10-2005:08:00,82,75,79,SSE,9,0,29.84 °in
11-10-2005:10:00,86,77,74,SSW,5,0,29.83 °in
11-10-2005:13:00,90,79,70,WSW,9,0,29.80 °in
11-10-2005:14:00,90,77,66,W,12,0,29.78 °in
11-10-2005:15:00,90,75,62,W,8,0,29.75 °in
11-10-2005:17:00,86,75,70,W,8,0,29.76 °in
11-10-2005:18:00,84,77,79,W,8,0,29.77 °in
11-10-2005:19:00,84,75,74,WSW,7,0,29.78 °in
11-10-2005:20:00,84,75,74,VAR,3,0,29.81 °in
11-10-2005:21:00,84,75,74,VAR,2,0,29.81 °in
11-10-2005:22:00,84,75,74,VAR,3,0,29.81 °in
11-10-2005:23:00,84,75,74,SW,7,0,29.83 °in
12-10-2005:00:00,84,75,74,VAR,3,0,29.82 °in
12-10-2005:01:00,84,73,70,VAR,3,0,29.82 °in
12-10-2005:02:00,84,75,74,SW,7,0,29.79 °in
12-10-2005:03:00,81,75,84,CALM,0,0,29.76 °in
12-10-2005:04:00,81,77,89,VAR,2,0,29.76 °in
12-10-2005:06:00,81,77,89,VAR,2,0,29.80 °in
12-10-2005:07:00,81,77,89,VAR,3,0,29.81 °in
12-10-2005:08:00,84,75,74,SSW,6,0,29.84 °in
12-10-2005:09:00,88,77,70,CALM,0,0,29.84 °in
12-10-2005:10:00,86,77,74,WSW,8,0,29.86 °in
12-10-2005:11:00,88,77,70,WSW,12,0,29.85 °in
12-10-2005:12:00,88,75,66,WSW,10,0,29.82 °in
12-10-2005:13:00,86,75,70,SSW,14,0,29.79 °in
12-10-2005:15:00,86,75,70,SSW,12,0,29.75 °in
12-10-2005:16:00,86,77,74,SSW,7,0,29.74 °in
12-10-2005:17:00,86,77,74,SSW,5,0,29.75 °in
12-10-2005:18:00,84,75,74,VAR,2,0,29.78 °in
12-10-2005:19:00,82,75,79,W,6,0,29.76 °in
12-10-2005:20:00,82,75,79,VAR,3,0,29.80 °in
12-10-2005:21:00,82,75,79,SSW,6,0,29.81 °in
12-10-2005:22:00,82,75,79,SW,5,0,29.81 °in
12-10-2005:23:00,82,75,79,VAR,3,0,29.83 °in
13-10-2005:00:00,82,75,79,S,5,0,29.82 °in
13-10-2005:01:00,81,77,89,VAR,3,0,29.81 °in
13-10-2005:02:00,81,77,89,VAR,3,0,29.80 °in
13-10-2005:03:00,79,75,89,VAR,2,0,29.79 °in
13-10-2005:04:00,81,77,89,CALM,0,0,29.79 °in
13-10-2005:05:00,81,77,89,CALM,0,0,29.79 °in
13-10-2005:06:00,79,75,89,SSE,6,0,29.80 °in
13-10-2005:07:00,77,73,89,S,5,0,29.90 °in
13-10-2005:08:00,81,73,79,S,7,0,29.84 °in
13-10-2005:09:00,84,75,74,SSW,9,0,29.86 °in
13-10-2005:10:00,86,77,74,S,8,0,29.85 °in
13-10-2005:12:00,88,73,62,SW,7,0,29.81 °in
13-10-2005:13:00,86,73,66,W,6,0,29.78 °in
13-10-2005:14:00,90,77,66,SW,8,0,29.78 °in
13-10-2005:15:00,86,77,74,W,6,0,29.75 °in
13-10-2005:16:00,86,77,74,W,6,0,29.74 °in
13-10-2005:17:00,86,75,70,W,5,0,29.76 °in
13-10-2005:18:00,84,77,79,VAR,3,0,29.77 °in
13-10-2005:19:00,84,75,74,W,5,0,29.79 °in
13-10-2005:20:00,82,75,79,W,5,0,29.81 °in
13-10-2005:21:00,82,75,79,VAR,3,0,29.81 °in
13-10-2005:22:00,82,75,79,CALM,0,0,29.81 °in
13-10-2005:23:00,82,75,79,VAR,3,0,29.84 °in
14-10-2005:00:00,81,75,84,CALM,0,0,29.83 °in
14-10-2005:01:00,81,77,89,CALM,0,0,29.80 °in
14-10-2005:02:00,81,77,89,CALM,0,0,29.81 °in
14-10-2005:03:00,81,77,89,VAR,3,0,29.80 °in
14-10-2005:04:00,81,77,89,VAR,3,0,29.77 °in
14-10-2005:05:00,81,77,89,VAR,3,0,29.77 °in
14-10-2005:06:00,79,77,94,CALM,0,0,29.82 °in
14-10-2005:07:00,79,77,94,VAR,3,0,29.80 °in
14-10-2005:07:30,0,0,0,S,8,0,29.83 °in
14-10-2005:08:00,79,77,94,SW,5,0,29.83 °in
14-10-2005:08:35,0,0,0,CALM,0,0,29.83 °in
14-10-2005:09:00,79,77,94,CALM,0,0,29.85 °in
14-10-2005:10:00,79,79,100,S,5,0,29.88 °in
14-10-2005:11:00,84,77,79,S,6,0,29.84 °in
14-10-2005:12:00,86,77,74,S,6,0,29.81 °in
14-10-2005:13:00,86,75,70,S,6,0,29.79 °in
14-10-2005:14:00,88,75,66,SSW,6,0,29.77 °in
14-10-2005:15:00,86,75,70,WSW,6,0,29.74 °in
14-10-2005:16:00,84,77,79,VAR,3,0,29.75 °in
14-10-2005:17:00,84,75,74,VAR,3,0,29.75 °in
14-10-2005:18:00,82,77,84,W,5,0,29.75 °in
14-10-2005:19:00,82,77,84,VAR,2,0,29.76 °in
14-10-2005:20:00,82,77,84,W,5,0,29.78 °in
14-10-2005:21:00,82,77,84,VAR,3,0,29.80 °in
14-10-2005:22:00,82,79,89,VAR,2,0,29.80 °in
14-10-2005:23:00,82,79,89,VAR,3,0,29.80 °in
15-10-2005:00:00,82,79,89,SW,5,0,29.80 °in
15-10-2005:01:00,82,77,84,SSW,6,0,29.77 °in
15-10-2005:02:00,82,77,84,SW,5,0,29.76 °in
15-10-2005:03:00,82,79,89,SSW,6,0,29.75 °in
15-10-2005:04:00,79,77,94,CALM,0,0,29.75 °in
15-10-2005:05:00,79,77,94,CALM,0,0,29.77 °in
15-10-2005:06:00,77,75,94,SE,9,0,29.80 °in
15-10-2005:07:30,75,73,94,SE,8,0,29.85 °in
15-10-2005:08:00,75,73,94,SE,6,0,29.85 °in
15-10-2005:08:20,75,73,94,SE,6,0,29.85 °in
15-10-2005:09:00,75,75,100,CALM,0,0,29.86 °in
15-10-2005:10:00,77,75,94,CALM,0,0,29.85 °in
15-10-2005:11:00,81,75,84,S,6,0,29.85 °in
15-10-2005:12:00,82,75,79,S,5,0,29.83 °in
15-10-2005:13:00,86,77,74,SSW,5,0,29.79 °in
15-10-2005:14:00,86,77,74,SSE,7,0,29.76 °in
15-10-2005:15:00,88,75,66,S,6,0,29.74 °in
15-10-2005:16:00,88,73,62,S,5,0,29.73 °in
15-10-2005:17:00,86,75,70,VAR,3,0,29.74 °in
15-10-2005:18:00,82,77,84,SW,5,0,29.74 °in
15-10-2005:19:00,82,77,84,W,5,0,29.76 °in
15-10-2005:20:00,82,77,84,VAR,2,0,29.80 °in
15-10-2005:21:00,82,77,84,VAR,2,0,29.82 °in
15-10-2005:21:07,0,0,0,VAR,2,0,29.80 °in
15-10-2005:23:00,79,77,94,S,5,0,29.84 °in
16-10-2005:00:00,79,77,94,SSE,8,0,29.83 °in
16-10-2005:01:00,79,77,94,SSE,5,0,29.81 °in
16-10-2005:02:00,79,75,89,SSE,5,0,29.81 °in
16-10-2005:03:00,79,75,89,SSE,5,0,29.79 °in
16-10-2005:04:00,79,75,89,SSE,5,0,29.78 °in
16-10-2005:05:00,79,75,89,SSE,5,0,29.79 °in
16-10-2005:06:00,79,75,89,SSE,7,0,29.81 °in
16-10-2005:07:00,79,77,94,SSE,6,0,29.83 °in
16-10-2005:08:00,82,75,79,SSE,8,0,29.84 °in
16-10-2005:09:00,84,75,74,SSE,10,0,29.85 °in
16-10-2005:10:00,86,73,66,S,8,0,29.86 °in
16-10-2005:11:00,88,73,62,SSW,8,0,29.85 °in
16-10-2005:12:00,88,75,66,SW,7,0,29.83 °in
16-10-2005:13:00,90,73,59,SSW,6,0,29.80 °in
16-10-2005:14:00,90,75,62,W,6,0,29.78 °in
16-10-2005:15:00,88,77,70,W,9,0,29.75 °in
16-10-2005:16:00,86,77,74,SW,6,0,29.75 °in
16-10-2005:17:00,86,77,74,W,5,0,29.74 °in
16-10-2005:18:00,84,77,79,WSW,5,0,29.74 °in
16-10-2005:19:00,82,75,79,VAR,2,0,29.77 °in
16-10-2005:20:00,82,75,79,CALM,0,0,29.81 °in
16-10-2005:21:00,84,77,79,VAR,3,0,29.83 °in
16-10-2005:22:00,81,77,89,VAR,3,0,29.81 °in
16-10-2005:23:00,81,75,84,VAR,2,0,29.82 °in
17-10-2005:00:00,81,75,84,CALM,0,0,29.82 °in
17-10-2005:01:00,81,77,89,VAR,3,0,29.81 °in
17-10-2005:02:00,81,77,89,VAR,3,0,29.81 °in
17-10-2005:03:00,81,77,89,CALM,0,0,29.79 °in
17-10-2005:04:00,81,75,84,CALM,0,0,29.76 °in
17-10-2005:05:00,79,77,94,CALM,0,0,29.76 °in
17-10-2005:06:00,79,77,94,VAR,3,0,29.77 °in
17-10-2005:07:00,81,79,94,S,6,0,29.77 °in
17-10-2005:08:00,84,79,84,S,5,0,29.78 °in
17-10-2005:09:00,88,79,75,SW,6,0,29.82 °in
17-10-2005:10:00,88,77,70,SSW,9,0,29.82 °in
17-10-2005:11:00,88,77,70,SSW,6,0,29.80 °in
17-10-2005:12:00,88,77,70,WSW,8,0,29.78 °in
17-10-2005:13:00,90,77,66,WSW,12,0,29.76 °in
17-10-2005:14:00,90,77,66,WSW,7,0,29.74 °in
17-10-2005:15:00,86,79,79,W,5,0,29.73 °in
17-10-2005:16:00,84,77,79,W,7,0,29.72 °in
17-10-2005:17:00,84,77,79,W,5,0,29.73 °in
17-10-2005:18:00,84,77,79,W,7,0,29.75 °in
17-10-2005:19:00,82,77,84,VAR,3,0,29.75 °in
17-10-2005:20:00,82,77,84,VAR,2,0,29.77 °in
17-10-2005:21:00,82,77,84,CALM,0,0,29.79 °in
17-10-2005:22:00,81,77,89,CALM,0,0,29.80 °in
18-10-2005:00:00,81,79,94,VAR,3,0,29.79 °in
18-10-2005:01:00,81,77,89,VAR,2,0,29.78 °in
18-10-2005:02:00,81,77,89,VAR,3,0,29.77 °in
18-10-2005:03:00,81,77,89,CALM,0,0,29.78 °in
18-10-2005:04:00,81,77,89,VAR,2,0,29.75 °in
18-10-2005:06:00,79,77,94,W,6,0,29.77 °in
18-10-2005:07:00,81,77,89,VAR,3,0,29.78 °in
18-10-2005:08:00,82,79,89,ESE,5,0,29.79 °in
18-10-2005:09:00,88,77,70,S,5,0,29.80 °in
18-10-2005:10:00,86,77,74,WNW,5,0,29.81 °in
18-10-2005:11:00,86,77,74,W,8,0,29.80 °in
18-10-2005:12:00,88,79,75,WNW,7,0,29.78 °in
18-10-2005:13:00,88,79,75,W,8,0,29.77 °in
18-10-2005:14:00,88,77,70,WSW,6,0,29.75 °in
18-10-2005:15:00,90,79,70,W,8,0,29.73 °in
18-10-2005:16:00,88,79,75,W,6,0,29.73 °in
18-10-2005:17:00,86,77,74,VAR,2,0,29.73 °in
18-10-2005:18:00,84,77,79,WSW,6,0,29.75 °in
18-10-2005:19:00,84,77,79,W,5,0,29.74 °in
18-10-2005:20:00,84,77,79,W,5,0,29.77 °in
18-10-2005:21:00,84,77,79,VAR,2,0,29.79 °in
18-10-2005:22:00,82,77,84,VAR,3,0,29.80 °in
18-10-2005:23:00,82,77,84,CALM,0,0,29.83 °in
19-10-2005:00:00,82,77,84,VAR,2,0,29.80 °in
19-10-2005:01:00,81,79,94,W,5,0,29.78 °in
19-10-2005:02:00,81,79,94,VAR,2,0,29.77 °in
19-10-2005:03:00,81,79,94,CALM,0,0,29.76 °in
19-10-2005:04:00,81,79,94,CALM,0,0,29.76 °in
19-10-2005:05:00,81,79,94,CALM,0,0,29.77 °in
19-10-2005:06:00,81,77,89,CALM,0,0,29.77 °in
19-10-2005:07:00,81,79,94,CALM,0,0,29.83 °in
19-10-2005:09:00,86,77,74,SW,8,0,29.85 °in
19-10-2005:10:00,86,77,74,VAR,3,0,29.85 °in
19-10-2005:11:00,88,77,70,W,8,0,29.83 °in
19-10-2005:12:00,88,77,70,WNW,8,0,29.81 °in
19-10-2005:13:00,88,77,70,WNW,7,0,29.78 °in
19-10-2005:14:00,90,79,70,W,8,0,29.75 °in
19-10-2005:15:00,88,77,70,WNW,8,0,29.74 °in
19-10-2005:16:00,86,77,74,W,5,0,29.74 °in
19-10-2005:17:00,86,77,74,WNW,8,0,29.74 °in
19-10-2005:18:00,84,77,79,NW,6,0,29.75 °in
19-10-2005:19:00,84,77,79,NW,8,0,29.78 °in
19-10-2005:20:00,84,77,79,NW,7,0,29.78 °in
19-10-2005:21:00,84,77,79,NNW,7,0,29.81 °in
19-10-2005:22:00,84,77,79,NW,6,0,29.83 °in
19-10-2005:23:00,84,77,79,NNW,6,0,29.83 °in
20-10-2005:00:00,82,79,89,NW,5,0,29.81 °in
20-10-2005:01:00,82,77,84,NNW,7,0,29.81 °in
20-10-2005:02:00,82,79,89,VAR,3,0,29.79 °in
20-10-2005:03:00,82,79,89,VAR,3,0,29.78 °in
20-10-2005:04:00,81,77,89,VAR,2,0,29.75 °in
20-10-2005:05:00,81,79,94,VAR,2,0,29.75 °in
20-10-2005:06:00,81,79,94,CALM,0,0,29.78 °in
20-10-2005:07:00,82,81,94,VAR,2,0,29.78 °in
20-10-2005:08:00,86,77,74,NNW,5,0,29.81 °in
20-10-2005:09:00,90,79,70,NW,5,0,29.83 °in
20-10-2005:11:00,88,77,70,NW,8,0,29.83 °in
20-10-2005:12:00,86,79,79,VAR,3,0,29.83 °in
20-10-2005:13:00,88,79,75,W,12,0,29.78 °in
20-10-2005:13:30,0,0,0,SSW,15,0,29.77 °in
20-10-2005:14:00,82,75,79,S,22,0,29.77 °in
20-10-2005:14:15,0,0,0,SE,16,0,29.77 °in
20-10-2005:14:30,0,0,0,S,8,0,29.76 °in
20-10-2005:15:00,79,77,94,VAR,2,0,29.76 °in
20-10-2005:16:00,79,79,100,CALM,0,0,29.75 °in
20-10-2005:17:00,79,79,100,SE,5,0,29.75 °in
20-10-2005:18:00,79,79,100,SE,6,0,29.75 °in
20-10-2005:19:00,79,77,94,SSE,5,0,29.78 °in
20-10-2005:20:00,79,77,94,SSE,7,0,29.78 °in
20-10-2005:21:00,77,75,94,ESE,8,0,29.81 °in
20-10-2005:22:00,79,77,94,SE,8,0,29.84 °in
20-10-2005:23:00,77,77,100,SSE,6,0,29.83 °in
21-10-2005:00:00,79,77,94,CALM,0,0,29.82 °in
21-10-2005:01:00,79,77,94,SSE,5,0,29.82 °in
21-10-2005:02:00,79,77,94,VAR,3,0,29.81 °in
21-10-2005:03:00,79,77,94,SSE,6,0,29.79 °in
21-10-2005:04:00,77,77,100,VAR,3,0,29.79 °in
21-10-2005:05:00,77,77,100,VAR,3,0,29.79 °in
21-10-2005:06:00,77,77,100,SSE,5,0,29.79 °in
21-10-2005:07:00,79,77,94,SE,5,0,29.82 °in
21-10-2005:08:00,82,77,84,ESE,5,0,29.83 °in
21-10-2005:09:00,86,75,70,S,10,0,29.84 °in
21-10-2005:10:00,86,79,79,SW,13,0,29.84 °in
21-10-2005:11:00,88,77,70,SSW,14,0,29.84 °in
21-10-2005:12:00,88,79,75,SW,12,0,29.82 °in
21-10-2005:13:00,88,77,70,SSW,6,0,29.78 °in
21-10-2005:14:00,88,77,70,WSW,9,0,29.77 °in
21-10-2005:15:00,88,77,70,SSW,6,0,29.75 °in
21-10-2005:16:00,86,77,74,WSW,12,0,29.75 °in
21-10-2005:17:00,86,75,70,WSW,9,0,29.75 °in
21-10-2005:18:00,84,77,79,W,7,0,29.75 °in
21-10-2005:19:00,82,77,84,WNW,5,0,29.78 °in
21-10-2005:20:00,82,77,84,VAR,3,0,29.79 °in
21-10-2005:21:00,82,77,84,VAR,2,0,29.82 °in
21-10-2005:22:00,82,77,84,CALM,0,0,29.81 °in
21-10-2005:23:00,82,77,84,CALM,0,0,29.83 °in
22-10-2005:00:00,81,79,94,CALM,0,0,29.82 °in
22-10-2005:01:00,81,79,94,CALM,0,0,29.78 °in
22-10-2005:02:00,81,79,94,CALM,0,0,29.80 °in
22-10-2005:03:00,81,79,94,CALM,0,0,29.79 °in
22-10-2005:04:00,81,77,89,CALM,0,0,29.78 °in
22-10-2005:05:00,79,77,94,NW,7,0,29.78 °in
22-10-2005:06:00,79,79,100,CALM,0,0,29.80 °in
22-10-2005:07:00,81,79,94,CALM,0,0,29.82 °in
22-10-2005:08:00,79,79,100,CALM,0,0,29.80 °in
22-10-2005:09:00,86,77,74,SSE,6,0,29.84 °in
22-10-2005:10:00,86,77,74,WSW,7,0,29.84 °in
22-10-2005:11:00,86,75,70,SSW,10,0,29.83 °in
22-10-2005:12:00,90,77,66,W,8,0,29.82 °in
22-10-2005:13:00,88,79,75,W,8,0,29.78 °in
22-10-2005:14:00,90,77,66,WSW,9,0,29.77 °in
22-10-2005:15:00,88,77,70,W,9,0,29.74 °in
22-10-2005:16:00,86,77,74,W,7,0,29.75 °in
22-10-2005:17:00,84,75,74,W,9,0,29.75 °in
22-10-2005:18:00,84,77,79,SW,6,0,29.77 °in
22-10-2005:19:00,84,75,74,WSW,9,0,29.78 °in
22-10-2005:20:00,84,75,74,WSW,9,0,29.80 °in
22-10-2005:21:00,84,77,79,SW,6,0,29.81 °in
22-10-2005:22:00,82,75,79,SW,8,0,29.81 °in
22-10-2005:23:00,84,75,74,WSW,7,0,29.83 °in
